index,data,data2
16639,0,7
16640,0,8
16641,0,10
16642,-1,11
16643,0,11
16644,1,11
16645,0,12
16646,0,11
16647,-1,10
16648,-2,9
16649,-1,8
16650,0,8
16651,0,7
16652,0,6
16653,1,5
16654,0,4
16655,1,4
16656,1,5
16657,1,5
16658,1,5
16659,1,5
16660,2,5
16661,1.5,5
16662,1,5
16663,1,6
16664,0,7
16665,1,9
16666,0,11
16667,0,11
16668,0,12
16669,0,13
16670,2,13
16671,2,13
16672,3,12
16673,3,12
16674,4,11
16675,4,11
16676,5,10
16677,5,9
16678,4,8
16679,4,8
16680,4,8
16681,4,8
16682,4,8
16683,5,8
16684,5,9
16685,7,10
16686,7,10
16687,9,12
16688,10,12
16689,11,13
16690,11,13
16691,12,14
16692,12,14
16693,13,14
16694,13,14
16695,12,15
16696,12,14
16697,13,14
16698,13,14
16699,13,14
16700,13,15
16701,13,14
16702,13,14
16703,13,14
16704,13,14
16705,13,14
16706,13,14
16707,13,15
16708,13.5,15
16709,14,15
16710,14,15
16711,14,15
16712,15,15
16713,15,16
16714,15,16
16715,15,17
16716,16,17
16717,16,16
16718,15,16
16719,15,16
16720,15,16
16721,16,17
16722,15,17
16723,13,16
16724,12,16
16725,12,16
16726,11,15
16727,10,15
16728,10,15
16729,9,14
16730,9,14
16731,9,13
16732,9,13
16733,9,13
16734,9,13
16735,9,14
16736,10,15
16737,9,16
16738,9,17
16739,8,17
16740,7,17
16741,8,17
16742,8,17
16743,7,16
16744,7,15
16745,8,15
16746,7,14
16747,8,12
16748,8,12
16749,8,12
16750,8,11
16751,7,10
16752,8,10
16753,8,10
16754,8,10
16755,7,9
16756,7,8
16757,7,9
16758,7,10
16759,8,12
16760,8,13
16761,9,13
16762,9,16
16763,8,16
16764,9,17
16765,9,18
16766,9,18
16767,9,18
16768,9,16
16769,10,16
16770,9.4,14
16771,9.2,13.4
16772,8.9,12.7
16773,8.3,11.9
16774,7.1,10.6
16775,5.5,8.9
16776,3.7,7.1
16777,2.1,5.6
16778,0.9,4.5
16779,0.3,3.9
16780,0,3.6
16781,-0.3,3.4
16782,-1,2
16783,1,4
16784,2,6
16785,2,8
16786,4,10
16787,3,10
16788,3,10
16789,4,11
16790,3,10
16791,3,10
16792,3,10
16793,3,9
16794,3,10
16795,4,9
16796,4,9
16797,6,8
16798,6,8
16799,6,7
16800,5,6
16801,4,5
16802,4,5
16803,4,5
16804,5,6
16805,4,6
16806,4,5
16807,4,5
16808,4,8
16809,2,9
16810,0,11
16811,1,12
16812,1,11
16813,1,12
16814,4,10
16815,3,10
16816,2,9
16817,2,8
16818,2,7
16819,2,7
16820,2,6
16821,2,6
16822,2,7
16823,2,6
16824,1,4
16825,1,4
16826,2,5
16827,1,4
16828,1,3
16829,1,4
16830,1,4
16831,2,5
16832,2,7
16833,1,10
16834,1,10
16835,1,11
16836,1,12
16837,2,13
16838,1,14
16839,1,13
16840,1,11
16841,1,9
16842,2,9
16843,2,7
16844,2,6
16845,0,4
16846,0,4
16847,1,4
16848,0,3
16849,0,3
16850,0,3
16851,-1,2
16852,-1,2
16853,-2,1
16854,-1,1
16855,0,3
16856,2,5
16857,2,9
16858,1,11
16859,1,13
16860,1,14
16861,4,15
16862,5,15
16863,4,14
16864,4,13
16865,5,12
16866,5,11
16867,5,9
16868,5,8
16869,5,8
16870,4,7
16871,4,7
16872,4,6
16873,3,5
16874,3,5
16875,3,5
16876,2,5
16877,3,6
16878,2,4
16879,4,6
16880,6,9
16881,6,12
16882,8,15
16883,8,16
16884,8,17
16885,8,18
16886,8,18
16887,8,18
16888,8,16
16889,8,16
16890,9,14
16891,7,14
16892,7,14
16893,8,14
16894,8,13
16895,10,12
16896,10,12
16897,9,12
16898,9,11
16899,7,12
16900,7,11
16901,5,11
16902,5,10
16903,4,10
16904,3,10
16905,3,11
16906,3,12
16907,3,12
16908,2,11
16909,2,11
16910,2,10
16911,2,9
16912,2,8
16913,2,8
16914,1,7
16915,1,7
16916,1,7
16917,1,7
16918,1,7
16919,1,6
16920,1,6
16921,2,6
16922,2,6
16923,3,6
16924,2,6
16925,2,6
16926,1,6
16927,-1,7
16928,-1,8
16929,0,9
16930,-1,10
16931,-2,11
16932,0,12
16933,0,12
16934,-1,10
16935,-2,10
16936,-1,9
16937,-1,8
16938,-1,7
16939,-1,6
16940,-2,6
16941,-1,4
16942,-1,3
16943,-1,3
16944,-1,3
16945,-2,2
16946,-2,2
16947,-2,1
16948,-2,1
16949,-2,1
16950,-2,0
16951,0,2
16952,0,4
16953,1,7
16954,0,8
16955,-1,11
16956,-2,12
16957,-1,13
16958,0,14
16959,0,12
16960,1,11
16961,2,10
16962,2,8
16963,1,6
16964,0,5
16965,0,4
16966,-1,4
16967,-1,3
16968,-1,3
16969,-1,2
16970,-2,2
16971,-2,1
16972,-2,1
16973,-2,1
16974,-2,0
16975,0,2
16976,0,5
16977,1,8
16978,1,11
16979,-2,14
16980,-4,15
16981,-2,16
16982,-2,16
16983,-2,15
16984,-2,14
16985,-2,12
16986,0,10
16987,0,9
16988,-1,9
16989,0,7
16990,-1,6
16991,0,7
16992,0,7
16993,0,6
16994,0,5
16995,0,5
16996,1,6
16997,2,7
16998,4,10
16999,5,11
17000,6,13
17001,6,15
17002,6,16
17003,6,17
17004,6,17
17005,6,19
17006,6,18
17007,7,18
17008,8,16
17009,9,15
17010,9,15
17011,9,15
17012,10,15
17013,10,15
17014,10,16
17015,10,15
17016,10,16
17017,10,15
17018,10,15
17019,10,15
17020,10,15
17021,11,14
17022,11,14
17023,12,14
17024,12,14
17025,13,15
17026,13,15
17027,13,15
17028,13,15
17029,13,16
17030,13,16
17031,14,16
17032,14,16
17033,14,15
17034,14,16
17035,14,16
17036,13,15
17037,13,15
17038,12,15
17039,12,15
17040,11,14
17041,11,14
17042,11,14
17043,10,15
17044,10,14
17045,9,13
17046,9,12
17047,10,13
17048,10,15
17049,11,17
17050,10,17
17051,10,19
17052,9,16
17053,9,16
17054,8,17
17055,8,16
17056,8,16
17057,8,15
17058,8,15
17059,8,14
17060,9,13
17061,9,13
17062,8,12
17063,8,12
17064,8,11
17065,8,11
17066,7,11
17067,6,10
17068,5,11
17069,3,10
17070,3,9
17071,2,10
17072,3,11
17073,1,12
17074,2,14
17075,1,14
17076,2,15
17077,0,15
17078,1,15
17079,1,14
17080,2,12
17081,3,12
17082,3,11
17083,3,10
17084,3,9
17085,4,9
17086,4,9
17087,4,9
17088,4,8
17089,4,9
17090,4,9
17091,4,8
17092,4,8
17093,4,8
17094,4,8
17095,5,9
17096,5,11
17097,7,11
17098,8,12
17099,7,12
17100,8,13
17101,9,13
17102,9,13
17103,9,12
17104,10,12
17105,9,12
17106,10,12
17107,8,12
17108,8,12
17109,7,11
17110,6,11
17111,5,10
17112,4,9
17113,3,9
17114,1,8
17115,1,7
17116,0,7
17117,0,7
17118,0,7
17119,-1,7
17120,-2,6
17121,-1,8
17122,-3,8
17123,-2,7
17124,-2,7
17125,-4,7
17126,-3,7
17127,-4,7
17128,-3,6
17129,-4,6
17130,-5,6
17131,-5,6
17132,-1,5
17133,-1,5
17134,-1,4
17135,-1,4
17136,-1,4.2
17137,-1,4.5
17138,-1,4.7
17139,-1,5
17140,-1,5
17141,-2,4
17142,-1,4
17143,-1,5
17144,-3,6
17145,-2,6
17146,-2,6
17147,-2,7
17148,-3,7
17149,-2,7
17150,0,6
17151,1,6
17152,2,6
17153,3,6
17154,3,5
17155,4,6
17156,5,7
17157,5,7
17158,5,7
17159,5,6
17160,5,6
17161,5,6
17162,4,7
17163,4,6
17164,4,7
17165,4,6
17166,5,6
17167,6,7
17168,7,10
17169,6,11
17170,5,11
17171,5,12
17172,4,13
17173,5,12
17174,6,13
17175,4,13
17176,6,12
17177,6,12
17178,7,11
17179,6,10
17180,6,9
17181,6,8
17182,5,8
17183,5,7
17184,5,7
17185,5,7
17186,5,8
17187,5,8
17188,5,8
17189,6,8
17190,6,8
17191,6,8
17192,6,8
17193,6,8
17194,5,9
17195,6,9
17196,6,9
17197,5,10
17198,5,9
17199,4,9
17200,4,9
17201,0,9
17202,1,8
17203,1,7
17204,1,6
17205,0,5
17206,-2,5
17207,-2,5
17208,-2,5
17209,-1,5
17210,-2,4
17211,-2,4
17212,-2,4
17213,-2,4
17214,-2,3
17215,-1,4
17216,-1,5
17217,-2,6
17218,-2,7
17219,-1,9
17220,-1,8
17221,-1,7
17222,-1,8
17223,-2,8
17224,-2,6
17225,-1,6
17226,-1,5
17227,-1,5
17228,-1,5
17229,-1,4
17230,-1,2
17231,-1,3
17232,-1,2
17233,-1,2
17234,-1,1
17235,-1,1
17236,-1,1
17237,-1,2
17238,-1,1
17239,0,2
17240,1,4
17241,1,6
17242,-1,7
17243,-2,9
17244,-2,9
17245,-1,10
17246,-2,10
17247,0,10
17248,-1,9
17249,-1,8
17250,0,6
17251,0,5
17252,1,5
17253,0,5
17254,0,4
17255,0,3
17256,0,3
17257,0,3
17258,0,4
17259,0,3
17260,0,3
17261,0,3
17262,0,3
17263,1,4
17264,1,5
17265,1,6
17266,2,8
17267,1,9
17268,0,10
17269,0,11
17270,0,11
17271,0,9
17272,1,8
17273,1,8
17274,1,8
17275,2,7
17276,1,7
17277,2,7
17278,1,6
17279,0,6
17280,-4,7
17281,-5,7
17282,-4,7
17283,-3,6
17284,-3,6
17285,-3,7
17286,-3,6
17287,-2,6
17288,-3,7
17289,-4,7
17290,-6,7
17291,-7,7
17292,-6,7
17293,-7,7
17294,-8,6
17295,-9,5
17296,-9,4
17297,-9,4
17298,-9,3
17299,-10,3
17300,-9,2
17301,-10,2
17302,-9,1
17303,-9,1
17304,-9,1
17305,-9,1
17306,-10,0
17307,-9,0
17308,-9,-1
17309,-8,0
17310,-7.3,0.7
17311,-6.7,1.3
17312,-6,2
17313,-5,4
17314,-9,6
17315,-10,6
17316,-9,7
17317,-8,7
17318,-11,6
17319,-10,6
17320,-10,5
17321,-9,4
17322,-9,3
17323,-9,3
17324,-10,3
17325,-9,2
17326,-8,2
17327,-8,2
17328,-7,2
17329,-6,2
17330,-7,0
17331,-7,0
17332,-9,1
17333,-7,0
17334,-7,0
17335,-7,1
17336,-8,2
17337,-8,3
17338,-8,4
17339,-8,4
17340,-9,5
17341,-9,6
17342,-11,5
17343,-11,5
17344,-13,4
17345,-12,3
17346,-11,2
17347,-10,2
17348,-9,1
17349,-9,1
17350,-9,0
17351,-9,0
17352,-8,0
17353,-8,-1
17354,-8,-3
17355,-8,-2
17356,-8,-2
17357,-8,-2
17358,-8,-2
17359,-7,-1
17360,-6,0
17361,-7,2
17362,-7,3
17363,-6,4
17364,-7,5
17365,-8,5
17366,-6,6
17367,-8,5
17368,-8,4
17369,-8,3
17370,-8,3
17371,-8,2
17372,-8,2
17373,-8,2
17374,-7,2
17375,-7,1
17376,-7,0
17377,-7,1
17378,-6,1
17379,-6,1
17380,-6,1
17381,-6,2
17382,-6,1
17383,-6,2
17384,-5,3
17385,-6,5
17386,-6,5
17387,-6,6
17388,-6,7
17389,-6,7
17390,-7,8
17391,-7,7
17392,-7,6
17393,-6,5
17394,-6,5
17395,-6,4
17396,-5,4
17397,-4,3
17398,-4,3
17399,-4,3
17400,-4,2
17401,-4,2
17402,-4,1
17403,-3,1
17404,-4,0
17405,-3,0
17406,-4,0
17407,-3,1
17408,-3,2
17409,-1,4
17410,-3,6
17411,-3,6
17412,-3,6
17413,-4,8
17414,-3,7
17415,-2,7
17416,-3,6
17417,-2,5
17418,-2,4
17419,-2,3
17420,-2,2
17421,-2,2
17422,-2,3
17423,-3,2
17424,-2,2
17425,-3,2
17426,-3,1
17427,-3,3
17428,-3,1
17429,-5,4
17430,-4,4
17431,-4,4
17432,-5,5
17433,-4,7
17434,-7,7
17435,-7,6
17436,-9,7
17437,-9,6
17438,-8,7
17439,-9,6
17440,-9,5
17441,-8,4
17442,-9,4
17443,-8,3
17444,-8,2
17445,-8,2
17446,-8,2
17447,-7,1
17448,-7,1
17449,-7,0
17450,-7,0
17451,-7,-2
17452,-7,-2
17453,-7,-2
17454,-7,-1
17455,-6,0
17456,-6,2
17457,-8,3
17458,-8,4
17459,-8,5
17460,-9,6
17461,-10,5
17462,-10,6
17463,-11,5
17464,-11,4
17465,-9,3
17466,-10,2
17467,-11,2
17468,-10,1
17469,-10,1
17470,-9,0
17471,-9,0
17472,-9,-1
17473,-9,-1
17474,-9,-2
17475,-9,-2
17476,-8,-2
17477,-8,-2
17478,-8,-3
17479,-7,-2
17480,-7,0
17481,-7,1
17482,-6,3
17483,-8,5
17484,-8,5
17485,-8,6
17486,-8,6
17487,-8,5
17488,-9,5
17489,-8,4
17490,-9,3
17491,-8,2
17492,-8,2
17493,-8,2
17494,-8,1
17495,-7,1
17496,-7,1
17497,-7,0
17498,-7,-2
17499,-7,-1
17500,-7,-2
17501,-7,-2
17502,-7,-2
17503,-5,-1
17504,-4,2
17505,-4,3
17506,-3,7
17507,-3,7
17508,-5,7
17509,-4,8
17510,-3,8
17511,-5,8
17512,-5,7
17513,-5,7
17514,-4.8,5.1
17515,-4.5,4.3
17516,-4.2,3.5
17517,-3.9,3
17518,-3.6,2.9
17519,-3.4,3.1
17520,-3.2,3.5
17521,-3,3.9
17522,-2.8,4
17523,-2.6,4
17524,-2.3,3.9
17525,-2,3.7
17526,-2,4.3
17527,-2,4.7
17528,-2,5
17529,-2.7,6
17530,-3.3,7
17531,-4,8
17532,-4.3,7.7
17533,-4.7,7.3
17534,-5,7
17535,-5,7
17536,-4,6
17537,-4,5
17538,-3.7,4
17539,-3.3,3
17540,-3,2
17541,-3,1.7
17542,-3,1.3
17543,-3,1
17544,-3,0.7
17545,-3,0.3
17546,-3,0
17547,-3.3,-0.3
17548,-3.7,-0.7
17549,-4,-1
17550,-3.5,-0.5
17551,-3,0
17552,-2,2
17553,-1.3,4.3
17554,-0.7,6.7
17555,0,9
17556,0.7,9.7
17557,1.3,10.3
17558,2,11
17559,1.8,9.8
17560,1.7,8.7
17561,1.5,7.5
17562,1.3,6.3
17563,1.2,5.2
17564,1,4
17565,0.7,3.7
17566,0.3,3.3
17567,0,3
17568,0,2.3
17569,0,1.7
17570,0,1
17571,0.3,1.3
17572,0.7,1.7
17573,1,2
17574,0,2
17575,1,3
17576,2,4
17577,2.5,5.5
17578,3,7
17579,4,10
17580,4.3,10
17581,4.7,10
17582,5,10
17583,5.3,9.7
17584,5.7,9.3
17585,6,9
17586,6.3,8.7
17587,6.7,8.3
17588,7,8
17589,6.5,7.5
17590,6,7
17591,5.5,6.5
17592,5,6
17593,4.5,5.5
17594,4,5
17595,4,4
17596,4,4
17597,3,4
17598,3.3,4.3
17599,3.7,4.7
17600,4,5
17601,2.7,7.3
17602,1.3,9.7
17603,0,12
17604,-0.3,12
17605,-0.7,12
17606,-1,12
17607,-1,11.3
17608,-1,10.7
17609,-1,10
17610,-0.3,8.7
17611,0.3,7.3
17612,1,6
17613,0.3,5.3
17614,-0.3,4.7
17615,-1,4
17616,-1,3.3
17617,-1,2.7
17618,-1,2
17619,-1.3,1.7
17620,-1.5,1.5
17621,-1.8,1.2
17622,-2,1
17623,-1,3
17624,0,5
17625,-0.3,6.3
17626,-0.7,7.7
17627,-1,9
17628,-1.7,9.3
17629,-2.3,9.7
17630,-3,10
17631,-2.3,9.3
17632,-1.7,8.7
17633,-1,8
17634,-1,7
17635,-1,6
17636,-1,5
17637,-1,4.3
17638,-1,3.7
17639,-1,3
17640,-0.8,3
17641,-0.7,3
17642,-0.5,3
17643,-0.3,3
17644,-0.2,3
17645,0,3
17646,0.3,3.7
17647,0.7,4.3
17648,1,5
17649,1.5,7.5
17650,2,10
17651,2,10
17652,2.7,10.3
17653,3.3,10.7
17654,4,11
17655,4.3,10.7
17656,4.7,10.3
17657,5,10
17658,4.7,9
17659,4.3,8
17660,4,7
17661,3.7,6.3
17662,3.3,5.7
17663,3,5
17664,2.7,4.7
17665,2.3,4.3
17666,2,4
17667,2,5
17668,2,6
17669,2,7
17670,1.5,7
17671,1,7
17672,0.5,7
17673,0,7
17674,-0.5,7
17675,-1,7
17676,-2,8
17677,-1.5,7.5
17678,-1,7
17679,-1.3,6
17680,-1.7,5
17681,-2,4
17682,-2,3.5
17683,-2,3
17684,-2,2.7
17685,-2,2.5
17686,-2,2.2
17687,-2,2
17688,-2,1
17689,-2.5,0
17690,-3,-1
17691,-2.7,-0.7
17692,-2.3,-0.3
17693,-2,0
17694,-1.7,1
17695,-1.3,2
17696,-1,3
17697,-1,4
17698,-1.5,5.5
17699,-2,7
17700,-2.3,7.3
17701,-2.7,7.7
17702,-3,8
17703,-3,7.3
17704,-3,6.7
17705,-3,6
17706,-2.7,4.7
17707,-2.3,3.3
17708,-2,2
17709,-2.3,1.7
17710,-2.5,1.5
17711,-2.8,1.2
17712,-3,1
17713,-3,0.5
17714,-3,0
17715,-3,0
17716,-2.6,0.4
17717,-2.2,0.8
17718,-1.8,1.2
17719,-1.4,1.6
17720,-1,2
17721,-0.7,4.3
17722,-0.3,6.7
17723,0,9
17724,1,9.7
17725,2,10.3
17726,3,11
17727,2.3,10.3
17728,1.7,9.7
17729,1,9
17730,1,7.7
17731,1,6.3
17732,1,5
17733,0.7,4.3
17734,0.3,3.7
17735,0,3
17736,-0.3,2.7
17737,-0.7,2.3
17738,-1,2
17739,0,2
17740,0,2
17741,0,2
17742,0.7,3
17743,1.3,4
17744,2,5
17745,2,7
17746,2,9
17747,2,11
17748,2,13
17749,2,13
17750,1,14
17751,1,12.7
17752,1,11.3
17753,1,10
17754,1,9.3
17755,1,8.7
17756,1,8
17757,1,7
17758,1,6
17759,1,5
17760,1,4.7
17761,1,4.3
17762,1,4
17763,0.7,3.3
17764,0.3,2.7
17765,0,2
17766,1,3.7
17767,2,5.3
17768,3,7
17769,3,8.7
17770,3,10.3
17771,3,12
17772,3,11.7
17773,3,11.3
17774,3,11
17775,3,10.7
17776,3,10.3
17777,3,10
17778,3,9
17779,3,8
17780,3,7
17781,3,6
17782,3,6
17783,3,6
17784,3,6
17785,3,6
17786,3,6
17787,2,5
17788,2,5
17789,2,6
17790,2,6.7
17791,2,7.3
17792,2,8
17793,2,8.5
17794,2,9
17795,2,9
17796,2,10
17797,1.8,9.8
17798,1.6,9.6
17799,1.4,9.4
17800,1.2,9.2
17801,1,9
17802,1,8.3
17803,1,7.7
17804,1,7
17805,1,6.3
17806,1,5.7
17807,1,5
17808,1,5
17809,1,5
17810,1,4.5
17811,1,4
17812,1,3.5
17813,1,3
17814,1.2,3.8
17815,1.3,4.7
17816,1.5,5.5
17817,1.7,6.3
17818,1.8,7.2
17819,2,8
17820,1.7,8
17821,1.3,8
17822,1,8
17823,1.3,8
17824,1.7,8
17825,2,8
17826,2.7,7.7
17827,3.3,7.3
17828,4,7
17829,4,6
17830,4,5.5
17831,4,5
17832,3.3,4.3
17833,2.7,3.7
17834,2,3
17835,1,4
17836,1,4
17837,1,4
17838,1.5,4.5
17839,2,5
17840,1,5
17841,0.5,6.5
17842,0,8
17843,-1,8
17844,-1,8
17845,-1,8
17846,-1,8
17847,-1,7
17848,-1,6
17849,-1,5
17850,-1.3,4.7
17851,-1.7,4.3
17852,-2,4
17853,-1,3
17854,-1,2.7
17855,-1,2.3
17856,-1,2
17857,-1.4,2
17858,-1.8,2
17859,-2.2,2
17860,-2.6,2
17861,-3,2
17862,-3.7,2.7
17863,-4.3,3.3
17864,-5,4
17865,-5,5
17866,-5,6
17867,-5,7
17868,-4.7,7
17869,-4.3,7
17870,-4,7
17871,-4.3,6
17872,-4.7,5
17873,-5,4
17874,-4.7,3.3
17875,-4.3,2.7
17876,-4,2
17877,-4,1.3
17878,-4,0.7
17879,-4,0
17880,-4.3,-0.7
17881,-4.7,-1.3
17882,-5,-2
17883,-5,-2
17884,-5,-2
17885,-5,-2
17886,-5,-2
17887,-4,0
17888,-3,2
17889,-3,4
17890,-3,6
17891,-3,8
17892,-6,9
17893,-9,10
17894,-12,11
17895,-8.7,9.7
17896,-5.3,8.3
17897,-2,7
17898,-2,6.3
17899,-2,5.7
17900,-2,5
17901,-2.5,4
17902,-3,3
17903,-3,2
17904,-2.7,2.3
17905,-2.3,2.7
17906,-2,3
17907,-1.3,3.3
17908,-0.7,3.7
17909,0,4
17910,1,4
17911,2.5,5.5
17912,4,7
17913,4.7,7.7
17914,5.3,8.3
17915,6,9
17916,7,9
17917,8,9
17918,8,9
17919,8.7,9.3
17920,9.3,9.7
17921,10,10
17922,10.7,11.3
17923,11.3,12.7
17924,12,14
17925,9.5,13
17926,7,12
17927,6,10
17928,5.7,9.7
17929,5.3,9.3
17930,5,9
17931,5,8
17932,5,8
17933,5,8
17934,5,8.3
17935,5,8.7
17936,5,9
17937,4.5,10
17938,4,11
17939,4,10
17940,4,10.3
17941,4,10.7
17942,4,11
17943,3.8,10.2
17944,3.7,9.3
17945,3.5,8.5
17946,3.3,7.7
17947,3.2,6.8
17948,3,6
17949,1.7,5.7
17950,0.3,5.3
17951,-1,5
17952,-1,4.3
17953,-1,3.7
17954,-1,3
17955,-1.7,2.7
17956,-2.3,2.3
17957,-3,2
17958,-2.3,2.7
17959,-1.7,3.3
17960,-1,4
17961,-0.7,4.3
17962,-0.3,4.7
17963,0,5
17964,-2,5.3
17965,-4,5.7
17966,-6,6
17967,-5.7,5
17968,-5.3,4
17969,-5,3
17970,-5,2.7
17971,-5,2.3
17972,-5,2
17973,-4.7,2
17974,-4.3,2
17975,-4,2
17976,-4,1
17977,-4,0
17978,-4,0
17979,-4,1
17980,-4.5,0.5
17981,-5,0
17982,-5,0.7
17983,-5,1.3
17984,-5,2
17985,-5,3.7
17986,-5,5.3
17987,-5,7
17988,-5.3,6.7
17989,-5.7,6.3
17990,-6,6
17991,-6,6
17992,-6,5.5
17993,-6,5
17994,-5.3,4.3
17995,-4.7,3.7
17996,-4,3
17997,-3.7,2.3
17998,-3.3,1.7
17999,-3,1
18000,-3,1.3
18001,-3,1.7
18002,-3,2
18003,-3,1.7
18004,-3,1.3
18005,-3,1
18006,-3.3,2
18007,-3.7,3
18008,-4,4
18009,-5,5
18010,-6.5,6
18011,-8,7
18012,-7,7
18013,-6,7
18014,-5,7
18015,-4.3,6
18016,-3.7,5
18017,-3,4
18018,-3.3,3.7
18019,-3.7,3.3
18020,-4,3
18021,-4,3
18022,-4,3
18023,-4,3
18024,-3.7,2.7
18025,-3.3,2.3
18026,-3,2
18027,-3,1.7
18028,-3,1.3
18029,-3,1
18030,-3,1.7
18031,-3,2.3
18032,-3,3
18033,-4.3,4.3
18034,-5.7,5.7
18035,-7,7
18036,-7,7
18037,-5,6.5
18038,-3,6
18039,-4,5.3
18040,-5,4.7
18041,-6,4
18042,-7.1,3.4
18043,-8.1,2.7
18044,-9.2,2.1
18045,-8.3,1.8
18046,-7.3,1.5
18047,-6.4,1.2
18048,-6.1,0.7
18049,-5.8,0.2
18050,-5.6,-0.3
18051,-5.5,-0.7
18052,-5.4,-1.2
18053,-5.3,-1.7
18054,-5,-1
18055,-3.5,1.5
18056,-2,4
18057,-4.5,5
18058,-7,6
18059,-9,6
18060,-9,7
18061,-5,6
18062,-1,5
18063,-2,4.3
18064,-3,3.7
18065,-4,3
18066,-6,2.3
18067,-8,1.7
18068,-10,1
18069,-8.3,0.7
18070,-6.7,0.3
18071,-5,0
18072,-5,-0.3
18073,-5,-0.7
18074,-5,-1
18075,-5,-1.3
18076,-5,-1.7
18077,-5,-2
18078,-4.7,-1
18079,-4.3,0
18080,-4,1
18081,-4.7,2.3
18082,-5.3,3.7
18083,-6,5
18084,-6,5
18085,-6,5
18086,-6,5
18087,-6.3,4.7
18088,-6.7,4.3
18089,-7,4
18090,-6.3,3
18091,-5.7,2
18092,-5,1
18093,-5,0.7
18094,-5,0.3
18095,-5,0
18096,-5,-0.3
18097,-5,-0.7
18098,-5,-1
18099,-5,-1
18100,-4.7,-0.7
18101,-4.3,-0.3
18102,-4,0
18103,-3,1.5
18104,-2,3
18105,-1.3,4.7
18106,-0.7,6.3
18107,0,8
18108,0.5,8.5
18109,1,9
18110,0,9
18111,0,8.7
18112,0,8.3
18113,0,8
18114,0,7.3
18115,0,6.7
18116,0,6
18117,0,5
18118,0,4
18119,0,3
18120,-0.3,2.3
18121,-0.7,1.7
18122,-1,1
18123,-1.5,1
18124,-2,1
18125,-2,0
18126,-1.5,1
18127,-1,2
18128,-0.3,4
18129,0.5,6
18130,1.2,8
18131,2,10
18132,1.7,10.3
18133,1.3,10.7
18134,1,11
18135,1.5,11
18136,2,11
18137,2,10
18138,2.5,9
18139,3,8
18140,3,8
18141,3,8
18142,3,8
18143,3,8
18144,2.7,7.3
18145,2.3,6.7
18146,2,6
18147,2,6
18148,2,6
18149,2,6
18150,1.7,6.3
18151,1.3,6.7
18152,1,7
18153,0,7.7
18154,-1,8.3
18155,-2,9
18156,-2.3,9.3
18157,-2.7,9.7
18158,-3,10
18159,-2.7,8.7
18160,-2.3,7.3
18161,-2,6
18162,-2,5.3
18163,-2,4.7
18164,-2,4
18165,-1.5,4
18166,-1,4
18167,-1,3
18168,-1,3
18169,-1,3
18170,-1,3
18171,-1,2.7
18172,-1,2.3
18173,-1,2
18174,-1.3,3
18175,-1.7,4
18176,-2,5
18177,-3,6
18178,-4,7
18179,-5,8
18180,-2.7,7.3
18181,-0.3,6.7
18182,2,6
18183,2,5.3
18184,2,4.7
18185,2,4
18186,3,4
18187,3,4
18188,3,4
18189,2.3,3.7
18190,1.7,3.3
18191,1,3
18192,0.3,3
18193,-0.3,3
18194,-1,3
18195,-1.3,3
18196,-1.7,3
18197,-2,3
18198,-2,3.5
18199,-2,4
18200,-2,4.5
18201,-2,5
18202,-2,5.5
18203,-2,6
18204,-2.8,5.3
18205,-3.7,4.7
18206,-4.5,4
18207,-5.3,3.3
18208,-6.2,2.7
18209,-7,2
18210,-6.7,1.3
18211,-6.3,0.7
18212,-6,0
18213,-5.7,0
18214,-5.3,0
18215,-5,0
18216,-5,-0.3
18217,-5,-0.7
18218,-5,-1
18219,-5,-1
18220,-4.5,-1
18221,-4,-1
18222,-4.3,-0.7
18223,-4.7,-0.3
18224,-5,0
18225,-5.3,1
18226,-5.7,2
18227,-6,3
18228,-6,3.3
18229,-6,3.7
18230,-6,4
18231,-6,3
18232,-6,2.5
18233,-6,2
18234,-6,1.5
18235,-6,1
18236,-6,0
18237,-5.7,-0.3
18238,-5.3,-0.7
18239,-5,-1
18240,-4.7,-0.7
18241,-4.3,-0.3
18242,-4,0
18243,-4,-0.3
18244,-4,-0.7
18245,-4,-1
18246,-4,0
18247,-4,1
18248,-4,2
18249,-4.3,3
18250,-4.7,4
18251,-5,5
18252,-5.3,6
18253,-5.7,7
18254,-6,8
18255,-6,7
18256,-6,6
18257,-6,6
18258,-4.8,5.6
18259,-4.1,5.4
18260,-3.6,5.1
18261,-3,4.9
18262,-2.5,4.6
18263,-2,4.4
18264,-1.4,4.2
18265,-0.8,4.1
18266,-0.2,4
18267,0.3,4
18268,0.7,4
18269,1.1,3.9
18270,1.7,4.3
18271,2.3,4.7
18272,3,5
18273,3.3,5.3
18274,3.7,5.7
18275,4,6
18276,4.3,6.7
18277,4.7,7.3
18278,5,8
18279,5.3,8
18280,5.7,8
18281,6,8
18282,6,8
18283,3,8
18284,2,7
18285,1.7,6.3
18286,1.3,5.7
18287,1,5
18288,5,8
18289,2,6
18290,-1,4
18291,-1.7,3.3
18292,-2.3,2.7
18293,-3,2
18294,-3,2
18295,-2.5,3
18296,-2,4
18297,-2.3,4.7
18298,-2.7,5.3
18299,-3,6
18300,-3,5
18301,-3.5,5
18302,-4,5
18303,-5,4
18304,-4,3.5
18305,-3,3
18306,-3,3
18307,-3,3
18308,-3,2
18309,-3,2.7
18310,-3,3.3
