index,data,data2
25529,16,10
25530,14,9.4
25531,13.4,9.2
25532,12.7,8.9
25533,11.9,8.3
25534,10.6,7.1
25535,8.9,5.5
25536,7.1,3.7
25537,5.6,2.1
25538,4.5,0.9
25539,3.9,0.3
25540,3.6,0
25541,3.4,-0.3
25542,2,-1
25543,4,1
25544,6,2
25545,8,2
25546,10,4
25547,10,3
25548,10,3
25549,11,4
25550,10,3
25551,10,3
25552,10,3
25553,9,3
25554,10,3
25555,9,4
25556,9,4
25557,8,6
25558,8,6
25559,7,6
25560,6,5
25561,5,4
25562,5,4
25563,5,4
25564,6,5
25565,6,4
25566,5,4
25567,5,4
25568,8,4
25569,9,2
25570,11,0
25571,12,1
25572,11,1
25573,12,1
25574,10,4
25575,10,3
25576,9,2
25577,8,2
25578,7,2
25579,7,2
25580,6,2
25581,6,2
25582,7,2
25583,6,2
25584,4,1
25585,4,1
25586,5,2
25587,4,1
25588,3,1
25589,4,1
25590,4,1
25591,5,2
25592,7,2
25593,10,1
25594,10,1
25595,11,1
25596,12,1
25597,13,2
25598,14,1
25599,13,1
25600,11,1
25601,9,1
25602,9,2
25603,7,2
25604,6,2
25605,4,0
25606,4,0
25607,4,1
25608,3,0
25609,3,0
25610,3,0
25611,2,-1
25612,2,-1
25613,1,-2
25614,1,-1
25615,3,0
25616,5,2
25617,9,2
25618,11,1
25619,13,1
25620,14,1
25621,15,4
25622,15,5
25623,14,4
25624,13,4
25625,12,5
25626,11,5
25627,9,5
25628,8,5
25629,8,5
25630,7,4
25631,7,4
25632,6,4
25633,5,3
25634,5,3
25635,5,3
25636,5,2
25637,6,3
25638,4,2
25639,6,4
25640,9,6
25641,12,6
25642,15,8
25643,16,8
25644,17,8
25645,18,8
25646,18,8
25647,18,8
25648,16,8
25649,16,8
25650,14,9
25651,14,7
25652,14,7
25653,14,8
25654,13,8
25655,12,10
25656,12,10
25657,12,9
25658,11,9
25659,12,7
25660,11,7
25661,11,5
25662,10,5
25663,10,4
25664,10,3
25665,11,3
25666,12,3
25667,12,3
25668,11,2
25669,11,2
25670,10,2
25671,9,2
25672,8,2
25673,8,2
25674,7,1
25675,7,1
25676,7,1
25677,7,1
25678,7,1
25679,6,1
25680,6,1
25681,6,2
25682,6,2
25683,6,3
25684,6,2
25685,6,2
25686,6,1
25687,7,-1
25688,8,-1
25689,9,0
25690,10,-1
25691,11,-2
25692,12,0
25693,12,0
25694,10,-1
25695,10,-2
25696,9,-1
25697,8,-1
25698,7,-1
25699,6,-1
25700,6,-2
25701,4,-1
25702,3,-1
25703,3,-1
25704,3,-1
25705,2,-2
25706,2,-2
25707,1,-2
25708,1,-2
25709,1,-2
25710,0,-2
25711,2,0
25712,4,0
25713,7,1
25714,8,0
25715,11,-1
25716,12,-2
25717,13,-1
25718,14,0
25719,12,0
25720,11,1
25721,10,2
25722,8,2
25723,6,1
25724,5,0
25725,4,0
25726,4,-1
25727,3,-1
25728,3,-1
25729,2,-1
25730,2,-2
25731,1,-2
25732,1,-2
25733,1,-2
25734,0,-2
25735,2,0
25736,5,0
25737,8,1
25738,11,1
25739,14,-2
25740,15,-4
25741,16,-2
25742,16,-2
25743,15,-2
25744,14,-2
25745,12,-2
25746,10,0
25747,9,0
25748,9,-1
25749,7,0
25750,6,-1
25751,7,0
25752,7,0
25753,6,0
25754,5,0
25755,5,0
25756,6,1
25757,7,2
25758,10,4
25759,11,5
25760,13,6
25761,15,6
25762,16,6
25763,17,6
25764,17,6
25765,19,6
25766,18,6
25767,18,7
25768,16,8
25769,15,9
25770,15,9
25771,15,9
25772,15,10
25773,15,10
25774,16,10
25775,15,10
25776,16,10
25777,15,10
25778,15,10
25779,15,10
25780,15,10
25781,14,11
25782,14,11
25783,14,12
25784,14,12
25785,15,13
25786,15,13
25787,15,13
25788,15,13
25789,16,13
25790,16,13
25791,16,14
25792,16,14
25793,15,14
25794,16,14
25795,16,14
25796,15,13
25797,15,13
25798,15,12
25799,15,12
25800,14,11
25801,14,11
25802,14,11
25803,15,10
25804,14,10
25805,13,9
25806,12,9
25807,13,10
25808,15,10
25809,17,11
25810,17,10
25811,19,10
25812,16,9
25813,16,9
25814,17,8
25815,16,8
25816,16,8
25817,15,8
25818,15,8
25819,14,8
25820,13,9
25821,13,9
25822,12,8
25823,12,8
25824,11,8
25825,11,8
25826,11,7
25827,10,6
25828,11,5
25829,10,3
25830,9,3
25831,10,2
25832,11,3
25833,12,1
25834,14,2
25835,14,1
25836,15,2
25837,15,0
25838,15,1
25839,14,1
25840,12,2
25841,12,3
25842,11,3
25843,10,3
25844,9,3
25845,9,4
25846,9,4
25847,9,4
25848,8,4
25849,9,4
25850,9,4
25851,8,4
25852,8,4
25853,8,4
25854,8,4
25855,9,5
25856,11,5
25857,11,7
25858,12,8
25859,12,7
25860,13,8
25861,13,9
25862,13,9
25863,12,9
25864,12,10
25865,12,9
25866,12,10
25867,12,8
25868,12,8
25869,11,7
25870,11,6
25871,10,5
25872,9,4
25873,9,3
25874,8,1
25875,7,1
25876,7,0
25877,7,0
25878,7,0
25879,7,-1
25880,6,-2
25881,8,-1
25882,8,-3
25883,7,-2
25884,7,-2
25885,7,-4
25886,7,-3
25887,7,-4
25888,6,-3
25889,6,-4
25890,6,-5
25891,6,-5
25892,5,-1
25893,5,-1
25894,4,-1
25895,4,-1
25896,4.2,-1
25897,4.5,-1
25898,4.7,-1
25899,5,-1
25900,5,-1
25901,4,-2
25902,4,-1
25903,5,-1
25904,6,-3
25905,6,-2
25906,6,-2
25907,7,-2
25908,7,-3
25909,7,-2
25910,6,0
25911,6,1
25912,6,2
25913,6,3
25914,5,3
25915,6,4
25916,7,5
25917,7,5
25918,7,5
25919,6,5
25920,6,5
25921,6,5
25922,7,4
25923,6,4
25924,7,4
25925,6,4
25926,6,5
25927,7,6
25928,10,7
25929,11,6
25930,11,5
25931,12,5
25932,13,4
25933,12,5
25934,13,6
25935,13,4
25936,12,6
25937,12,6
25938,11,7
25939,10,6
25940,9,6
25941,8,6
25942,8,5
25943,7,5
25944,7,5
25945,7,5
25946,8,5
25947,8,5
25948,8,5
25949,8,6
25950,8,6
25951,8,6
25952,8,6
25953,8,6
25954,9,5
25955,9,6
25956,9,6
25957,10,5
25958,9,5
25959,9,4
25960,9,4
25961,9,0
25962,8,1
25963,7,1
25964,6,1
25965,5,0
25966,5,-2
25967,5,-2
25968,5,-2
25969,5,-1
25970,4,-2
25971,4,-2
25972,4,-2
25973,4,-2
25974,3,-2
25975,4,-1
25976,5,-1
25977,6,-2
25978,7,-2
25979,9,-1
25980,8,-1
25981,7,-1
25982,8,-1
25983,8,-2
25984,6,-2
25985,6,-1
25986,5,-1
25987,5,-1
25988,5,-1
25989,4,-1
25990,2,-1
25991,3,-1
25992,2,-1
25993,2,-1
25994,1,-1
25995,1,-1
25996,1,-1
25997,2,-1
25998,1,-1
25999,2,0
26000,4,1
26001,6,1
26002,7,-1
26003,9,-2
26004,9,-2
26005,10,-1
26006,10,-2
26007,10,0
26008,9,-1
26009,8,-1
26010,6,0
26011,5,0
26012,5,1
26013,5,0
26014,4,0
26015,3,0
26016,3,0
26017,3,0
26018,4,0
26019,3,0
26020,3,0
26021,3,0
26022,3,0
26023,4,1
26024,5,1
26025,6,1
26026,8,2
26027,9,1
26028,10,0
26029,11,0
26030,11,0
26031,9,0
26032,8,1
26033,8,1
26034,8,1
26035,7,2
26036,7,1
26037,7,2
26038,6,1
26039,6,0
26040,7,-4
26041,7,-5
26042,7,-4
26043,6,-3
26044,6,-3
26045,7,-3
26046,6,-3
26047,6,-2
26048,7,-3
26049,7,-4
26050,7,-6
26051,7,-7
26052,7,-6
26053,7,-7
26054,6,-8
26055,5,-9
26056,4,-9
26057,4,-9
26058,3,-9
26059,3,-10
26060,2,-9
26061,2,-10
26062,1,-9
26063,1,-9
26064,1,-9
26065,1,-9
26066,0,-10
26067,0,-9
26068,-1,-9
26069,0,-8
26070,0.7,-7.3
26071,1.3,-6.7
26072,2,-6
26073,4,-5
26074,6,-9
26075,6,-10
26076,7,-9
26077,7,-8
26078,6,-11
26079,6,-10
26080,5,-10
26081,4,-9
26082,3,-9
26083,3,-9
26084,3,-10
26085,2,-9
26086,2,-8
26087,2,-8
26088,2,-7
26089,2,-6
26090,0,-7
26091,0,-7
26092,1,-9
26093,0,-7
26094,0,-7
26095,1,-7
26096,2,-8
26097,3,-8
26098,4,-8
26099,4,-8
26100,5,-9
26101,6,-9
26102,5,-11
26103,5,-11
26104,4,-13
26105,3,-12
26106,2,-11
26107,2,-10
26108,1,-9
26109,1,-9
26110,0,-9
26111,0,-9
26112,0,-8
26113,-1,-8
26114,-3,-8
26115,-2,-8
26116,-2,-8
26117,-2,-8
26118,-2,-8
26119,-1,-7
26120,0,-6
26121,2,-7
26122,3,-7
26123,4,-6
26124,5,-7
26125,5,-8
26126,6,-6
26127,5,-8
26128,4,-8
26129,3,-8
26130,3,-8
26131,2,-8
26132,2,-8
26133,2,-8
26134,2,-7
26135,1,-7
26136,0,-7
26137,1,-7
26138,1,-6
26139,1,-6
26140,1,-6
26141,2,-6
26142,1,-6
26143,2,-6
26144,3,-5
26145,5,-6
26146,5,-6
26147,6,-6
26148,7,-6
26149,7,-6
26150,8,-7
26151,7,-7
26152,6,-7
26153,5,-6
26154,5,-6
26155,4,-6
26156,4,-5
26157,3,-4
26158,3,-4
26159,3,-4
26160,2,-4
26161,2,-4
26162,1,-4
26163,1,-3
26164,0,-4
26165,0,-3
26166,0,-4
26167,1,-3
26168,2,-3
26169,4,-1
26170,6,-3
26171,6,-3
26172,6,-3
26173,8,-4
26174,7,-3
26175,7,-2
26176,6,-3
26177,5,-2
26178,4,-2
26179,3,-2
26180,2,-2
26181,2,-2
26182,3,-2
26183,2,-3
26184,2,-2
26185,2,-3
26186,1,-3
26187,3,-3
26188,1,-3
26189,4,-5
26190,4,-4
26191,4,-4
26192,5,-5
26193,7,-4
26194,7,-7
26195,6,-7
26196,7,-9
26197,6,-9
26198,7,-8
26199,6,-9
26200,5,-9
26201,4,-8
26202,4,-9
26203,3,-8
26204,2,-8
26205,2,-8
26206,2,-8
26207,1,-7
26208,1,-7
26209,0,-7
26210,0,-7
26211,-2,-7
26212,-2,-7
26213,-2,-7
26214,-1,-7
26215,0,-6
26216,2,-6
26217,3,-8
26218,4,-8
26219,5,-8
26220,6,-9
26221,5,-10
26222,6,-10
26223,5,-11
26224,4,-11
26225,3,-9
26226,2,-10
26227,2,-11
26228,1,-10
26229,1,-10
26230,0,-9
26231,0,-9
26232,-1,-9
26233,-1,-9
26234,-2,-9
26235,-2,-9
26236,-2,-8
26237,-2,-8
26238,-3,-8
26239,-2,-7
26240,0,-7
26241,1,-7
26242,3,-6
26243,5,-8
26244,5,-8
26245,6,-8
26246,6,-8
26247,5,-8
26248,5,-9
26249,4,-8
26250,3,-9
26251,2,-8
26252,2,-8
26253,2,-8
26254,1,-8
26255,1,-7
26256,1,-7
26257,0,-7
26258,-2,-7
26259,-1,-7
26260,-2,-7
26261,-2,-7
26262,-2,-7
26263,-1,-5
26264,2,-4
26265,3,-4
26266,7,-3
26267,7,-3
26268,7,-5
26269,8,-4
26270,8,-3
26271,8,-5
26272,7,-5
26273,7,-5
26274,5.1,-4.8
26275,4.3,-4.5
26276,3.5,-4.2
26277,3,-3.9
26278,2.9,-3.6
26279,3.1,-3.4
26280,3.5,-3.2
26281,3.9,-3
26282,4,-2.8
26283,4,-2.6
26284,3.9,-2.3
26285,3.7,-2
26286,4.3,-2
26287,4.7,-2
26288,5,-2
26289,6,-2.7
26290,7,-3.3
26291,8,-4
26292,7.7,-4.3
26293,7.3,-4.7
26294,7,-5
26295,7,-5
26296,6,-4
26297,5,-4
26298,4,-3.7
26299,3,-3.3
26300,2,-3
26301,1.7,-3
26302,1.3,-3
26303,1,-3
26304,0.7,-3
26305,0.3,-3
26306,0,-3
26307,-0.3,-3.3
26308,-0.7,-3.7
26309,-1,-4
26310,-0.5,-3.5
26311,0,-3
26312,2,-2
26313,4.3,-1.3
26314,6.7,-0.7
26315,9,0
26316,9.7,0.7
26317,10.3,1.3
26318,11,2
26319,9.8,1.8
26320,8.7,1.7
26321,7.5,1.5
26322,6.3,1.3
26323,5.2,1.2
26324,4,1
26325,3.7,0.7
26326,3.3,0.3
26327,3,0
26328,2.3,0
26329,1.7,0
26330,1,0
26331,1.3,0.3
26332,1.7,0.7
26333,2,1
26334,2,0
26335,3,1
26336,4,2
26337,5.5,2.5
26338,7,3
26339,10,4
26340,10,4.3
26341,10,4.7
26342,10,5
26343,9.7,5.3
26344,9.3,5.7
26345,9,6
26346,8.7,6.3
26347,8.3,6.7
26348,8,7
26349,7.5,6.5
26350,7,6
26351,6.5,5.5
26352,6,5
26353,5.5,4.5
26354,5,4
26355,4,4
26356,4,4
26357,4,3
26358,4.3,3.3
26359,4.7,3.7
26360,5,4
26361,7.3,2.7
26362,9.7,1.3
26363,12,0
26364,12,-0.3
26365,12,-0.7
26366,12,-1
26367,11.3,-1
26368,10.7,-1
26369,10,-1
26370,8.7,-0.3
26371,7.3,0.3
26372,6,1
26373,5.3,0.3
26374,4.7,-0.3
26375,4,-1
26376,3.3,-1
26377,2.7,-1
26378,2,-1
26379,1.7,-1.3
26380,1.5,-1.5
26381,1.2,-1.8
26382,1,-2
26383,3,-1
26384,5,0
26385,6.3,-0.3
26386,7.7,-0.7
26387,9,-1
26388,9.3,-1.7
26389,9.7,-2.3
26390,10,-3
26391,9.3,-2.3
26392,8.7,-1.7
26393,8,-1
26394,7,-1
26395,6,-1
26396,5,-1
26397,4.3,-1
26398,3.7,-1
26399,3,-1
26400,3,-0.8
26401,3,-0.7
26402,3,-0.5
26403,3,-0.3
26404,3,-0.2
26405,3,0
26406,3.7,0.3
26407,4.3,0.7
26408,5,1
26409,7.5,1.5
26410,10,2
26411,10,2
26412,10.3,2.7
26413,10.7,3.3
26414,11,4
26415,10.7,4.3
26416,10.3,4.7
26417,10,5
26418,9,4.7
26419,8,4.3
26420,7,4
26421,6.3,3.7
26422,5.7,3.3
26423,5,3
26424,4.7,2.7
26425,4.3,2.3
26426,4,2
26427,5,2
26428,6,2
26429,7,2
26430,7,1.5
26431,7,1
26432,7,0.5
26433,7,0
26434,7,-0.5
26435,7,-1
26436,8,-2
26437,7.5,-1.5
26438,7,-1
26439,6,-1.3
26440,5,-1.7
26441,4,-2
26442,3.5,-2
26443,3,-2
26444,2.7,-2
26445,2.5,-2
26446,2.2,-2
26447,2,-2
26448,1,-2
26449,0,-2.5
26450,-1,-3
26451,-0.7,-2.7
26452,-0.3,-2.3
26453,0,-2
26454,1,-1.7
26455,2,-1.3
26456,3,-1
26457,4,-1
26458,5.5,-1.5
26459,7,-2
26460,7.3,-2.3
26461,7.7,-2.7
26462,8,-3
26463,7.3,-3
26464,6.7,-3
26465,6,-3
26466,4.7,-2.7
26467,3.3,-2.3
26468,2,-2
26469,1.7,-2.3
26470,1.5,-2.5
26471,1.2,-2.8
26472,1,-3
26473,0.5,-3
26474,0,-3
26475,0,-3
26476,0.4,-2.6
26477,0.8,-2.2
26478,1.2,-1.8
26479,1.6,-1.4
26480,2,-1
26481,4.3,-0.7
26482,6.7,-0.3
26483,9,0
26484,9.7,1
26485,10.3,2
26486,11,3
26487,10.3,2.3
26488,9.7,1.7
26489,9,1
26490,7.7,1
26491,6.3,1
26492,5,1
26493,4.3,0.7
26494,3.7,0.3
26495,3,0
26496,2.7,-0.3
26497,2.3,-0.7
26498,2,-1
26499,2,0
26500,2,0
26501,2,0
26502,3,0.7
26503,4,1.3
26504,5,2
26505,7,2
26506,9,2
26507,11,2
26508,13,2
26509,13,2
26510,14,1
26511,12.7,1
26512,11.3,1
26513,10,1
26514,9.3,1
26515,8.7,1
26516,8,1
26517,7,1
26518,6,1
26519,5,1
26520,4.7,1
26521,4.3,1
26522,4,1
26523,3.3,0.7
26524,2.7,0.3
26525,2,0
26526,3.7,1
26527,5.3,2
26528,7,3
26529,8.7,3
26530,10.3,3
26531,12,3
26532,11.7,3
26533,11.3,3
26534,11,3
26535,10.7,3
26536,10.3,3
26537,10,3
26538,9,3
26539,8,3
26540,7,3
26541,6,3
26542,6,3
26543,6,3
26544,6,3
26545,6,3
26546,6,3
26547,5,2
26548,5,2
26549,6,2
26550,6.7,2
26551,7.3,2
26552,8,2
26553,8.5,2
26554,9,2
26555,9,2
26556,10,2
26557,9.8,1.8
26558,9.6,1.6
26559,9.4,1.4
26560,9.2,1.2
26561,9,1
26562,8.3,1
26563,7.7,1
26564,7,1
26565,6.3,1
26566,5.7,1
26567,5,1
26568,5,1
26569,5,1
26570,4.5,1
26571,4,1
26572,3.5,1
26573,3,1
26574,3.8,1.2
26575,4.7,1.3
26576,5.5,1.5
26577,6.3,1.7
26578,7.2,1.8
26579,8,2
26580,8,1.7
26581,8,1.3
26582,8,1
26583,8,1.3
26584,8,1.7
26585,8,2
26586,7.7,2.7
26587,7.3,3.3
26588,7,4
26589,6,4
26590,5.5,4
26591,5,4
26592,4.3,3.3
26593,3.7,2.7
26594,3,2
26595,4,1
26596,4,1
26597,4,1
26598,4.5,1.5
26599,5,2
26600,5,1
26601,6.5,0.5
26602,8,0
26603,8,-1
26604,8,-1
26605,8,-1
26606,8,-1
26607,7,-1
26608,6,-1
26609,5,-1
26610,4.7,-1.3
26611,4.3,-1.7
26612,4,-2
26613,3,-1
26614,2.7,-1
26615,2.3,-1
26616,2,-1
26617,2,-1.4
26618,2,-1.8
26619,2,-2.2
26620,2,-2.6
26621,2,-3
26622,2.7,-3.7
26623,3.3,-4.3
26624,4,-5
26625,5,-5
26626,6,-5
26627,7,-5
26628,7,-4.7
26629,7,-4.3
26630,7,-4
26631,6,-4.3
26632,5,-4.7
26633,4,-5
26634,3.3,-4.7
26635,2.7,-4.3
26636,2,-4
26637,1.3,-4
26638,0.7,-4
26639,0,-4
26640,-0.7,-4.3
26641,-1.3,-4.7
26642,-2,-5
26643,-2,-5
26644,-2,-5
26645,-2,-5
26646,-2,-5
26647,0,-4
26648,2,-3
26649,4,-3
26650,6,-3
26651,8,-3
26652,9,-6
26653,10,-9
26654,11,-12
26655,9.7,-8.7
26656,8.3,-5.3
26657,7,-2
26658,6.3,-2
26659,5.7,-2
26660,5,-2
26661,4,-2.5
26662,3,-3
26663,2,-3
26664,2.3,-2.7
26665,2.7,-2.3
26666,3,-2
26667,3.3,-1.3
26668,3.7,-0.7
26669,4,0
26670,4,1
26671,5.5,2.5
26672,7,4
26673,7.7,4.7
26674,8.3,5.3
26675,9,6
26676,9,7
26677,9,8
26678,9,8
26679,9.3,8.7
26680,9.7,9.3
26681,10,10
26682,11.3,10.7
26683,12.7,11.3
26684,14,12
26685,13,9.5
26686,12,7
26687,10,6
26688,9.7,5.7
26689,9.3,5.3
26690,9,5
26691,8,5
26692,8,5
26693,8,5
26694,8.3,5
26695,8.7,5
26696,9,5
26697,10,4.5
26698,11,4
26699,10,4
26700,10.3,4
26701,10.7,4
26702,11,4
26703,10.2,3.8
26704,9.3,3.7
26705,8.5,3.5
26706,7.7,3.3
26707,6.8,3.2
26708,6,3
26709,5.7,1.7
26710,5.3,0.3
26711,5,-1
26712,4.3,-1
26713,3.7,-1
26714,3,-1
26715,2.7,-1.7
26716,2.3,-2.3
26717,2,-3
26718,2.7,-2.3
26719,3.3,-1.7
26720,4,-1
26721,4.3,-0.7
26722,4.7,-0.3
26723,5,0
26724,5.3,-2
26725,5.7,-4
26726,6,-6
26727,5,-5.7
26728,4,-5.3
26729,3,-5
26730,2.7,-5
26731,2.3,-5
26732,2,-5
26733,2,-4.7
26734,2,-4.3
26735,2,-4
26736,1,-4
26737,0,-4
26738,0,-4
26739,1,-4
26740,0.5,-4.5
26741,0,-5
26742,0.7,-5
26743,1.3,-5
26744,2,-5
26745,3.7,-5
26746,5.3,-5
26747,7,-5
26748,6.7,-5.3
26749,6.3,-5.7
26750,6,-6
26751,6,-6
26752,5.5,-6
26753,5,-6
26754,4.3,-5.3
26755,3.7,-4.7
26756,3,-4
26757,2.3,-3.7
26758,1.7,-3.3
26759,1,-3
26760,1.3,-3
26761,1.7,-3
26762,2,-3
26763,1.7,-3
26764,1.3,-3
26765,1,-3
26766,2,-3.3
26767,3,-3.7
26768,4,-4
26769,5,-5
26770,6,-6.5
26771,7,-8
26772,7,-7
26773,7,-6
26774,7,-5
26775,6,-4.3
26776,5,-3.7
26777,4,-3
26778,3.7,-3.3
26779,3.3,-3.7
26780,3,-4
26781,3,-4
26782,3,-4
26783,3,-4
26784,2.7,-3.7
26785,2.3,-3.3
26786,2,-3
26787,1.7,-3
26788,1.3,-3
26789,1,-3
26790,1.7,-3
26791,2.3,-3
26792,3,-3
26793,4.3,-4.3
26794,5.7,-5.7
26795,7,-7
26796,7,-7
26797,6.5,-5
26798,6,-3
26799,5.3,-4
26800,4.7,-5
26801,4,-6
26802,3.4,-7.1
26803,2.7,-8.1
26804,2.1,-9.2
26805,1.8,-8.3
26806,1.5,-7.3
26807,1.2,-6.4
26808,0.7,-6.1
26809,0.2,-5.8
26810,-0.3,-5.6
26811,-0.7,-5.5
26812,-1.2,-5.4
26813,-1.7,-5.3
26814,-1,-5
26815,1.5,-3.5
26816,4,-2
26817,5,-4.5
26818,6,-7
26819,6,-9
26820,7,-9
26821,6,-5
26822,5,-1
26823,4.3,-2
26824,3.7,-3
26825,3,-4
26826,2.3,-6
26827,1.7,-8
26828,1,-10
26829,0.7,-8.3
26830,0.3,-6.7
26831,0,-5
26832,-0.3,-5
26833,-0.7,-5
26834,-1,-5
26835,-1.3,-5
26836,-1.7,-5
26837,-2,-5
26838,-1,-4.7
26839,0,-4.3
26840,1,-4
26841,2.3,-4.7
26842,3.7,-5.3
26843,5,-6
26844,5,-6
26845,5,-6
26846,5,-6
26847,4.7,-6.3
26848,4.3,-6.7
26849,4,-7
26850,3,-6.3
26851,2,-5.7
26852,1,-5
26853,0.7,-5
26854,0.3,-5
26855,0,-5
26856,-0.3,-5
26857,-0.7,-5
26858,-1,-5
26859,-1,-5
26860,-0.7,-4.7
26861,-0.3,-4.3
26862,0,-4
26863,1.5,-3
26864,3,-2
26865,4.7,-1.3
26866,6.3,-0.7
26867,8,0
26868,8.5,0.5
26869,9,1
26870,9,0
26871,8.7,0
26872,8.3,0
26873,8,0
26874,7.3,0
26875,6.7,0
26876,6,0
26877,5,0
26878,4,0
26879,3,0
26880,2.3,-0.3
26881,1.7,-0.7
26882,1,-1
26883,1,-1.5
26884,1,-2
26885,0,-2
26886,1,-1.5
26887,2,-1
26888,4,-0.3
26889,6,0.5
26890,8,1.2
26891,10,2
26892,10.3,1.7
26893,10.7,1.3
26894,11,1
26895,11,1.5
26896,11,2
26897,10,2
26898,9,2.5
26899,8,3
26900,8,3
26901,8,3
26902,8,3
26903,8,3
26904,7.3,2.7
26905,6.7,2.3
26906,6,2
26907,6,2
26908,6,2
26909,6,2
26910,6.3,1.7
26911,6.7,1.3
26912,7,1
26913,7.7,0
26914,8.3,-1
26915,9,-2
26916,9.3,-2.3
26917,9.7,-2.7
26918,10,-3
26919,8.7,-2.7
26920,7.3,-2.3
26921,6,-2
26922,5.3,-2
26923,4.7,-2
26924,4,-2
26925,4,-1.5
26926,4,-1
26927,3,-1
26928,3,-1
26929,3,-1
26930,3,-1
26931,2.7,-1
26932,2.3,-1
26933,2,-1
26934,3,-1.3
26935,4,-1.7
26936,5,-2
26937,6,-3
26938,7,-4
26939,8,-5
26940,7.3,-2.7
26941,6.7,-0.3
26942,6,2
26943,5.3,2
26944,4.7,2
26945,4,2
26946,4,3
26947,4,3
26948,4,3
26949,3.7,2.3
26950,3.3,1.7
26951,3,1
26952,3,0.3
26953,3,-0.3
26954,3,-1
26955,3,-1.3
26956,3,-1.7
26957,3,-2
26958,3.5,-2
26959,4,-2
26960,4.5,-2
26961,5,-2
26962,5.5,-2
26963,6,-2
26964,5.3,-2.8
26965,4.7,-3.7
26966,4,-4.5
26967,3.3,-5.3
26968,2.7,-6.2
26969,2,-7
26970,1.3,-6.7
26971,0.7,-6.3
26972,0,-6
26973,0,-5.7
26974,0,-5.3
26975,0,-5
26976,-0.3,-5
26977,-0.7,-5
26978,-1,-5
26979,-1,-5
26980,-1,-4.5
26981,-1,-4
26982,-0.7,-4.3
26983,-0.3,-4.7
26984,0,-5
26985,1,-5.3
26986,2,-5.7
26987,3,-6
26988,3.3,-6
26989,3.7,-6
26990,4,-6
26991,3,-6
26992,2.5,-6
26993,2,-6
26994,1.5,-6
26995,1,-6
26996,0,-6
26997,-0.3,-5.7
26998,-0.7,-5.3
26999,-1,-5
27000,-0.7,-4.7
27001,-0.3,-4.3
27002,0,-4
27003,-0.3,-4
27004,-0.7,-4
27005,-1,-4
27006,0,-4
27007,1,-4
27008,2,-4
27009,3,-4.3
27010,4,-4.7
27011,5,-5
27012,6,-5.3
27013,7,-5.7
27014,8,-6
27015,7,-6
27016,6,-6
27017,6,-6
27018,5.6,-4.8
27019,5.4,-4.1
27020,5.1,-3.6
27021,4.9,-3
27022,4.6,-2.5
27023,4.4,-2
27024,4.2,-1.4
27025,4.1,-0.8
27026,4,-0.2
27027,4,0.3
27028,4,0.7
27029,3.9,1.1
27030,4.3,1.7
27031,4.7,2.3
27032,5,3
27033,5.3,3.3
27034,5.7,3.7
27035,6,4
27036,6.7,4.3
27037,7.3,4.7
27038,8,5
27039,8,5.3
27040,8,5.7
27041,8,6
27042,8,6
27043,8,3
27044,7,2
27045,6.3,1.7
27046,5.7,1.3
27047,5,1
27048,8,5
27049,6,2
27050,4,-1
27051,3.3,-1.7
27052,2.7,-2.3
27053,2,-3
27054,2,-3
27055,3,-2.5
27056,4,-2
27057,4.7,-2.3
27058,5.3,-2.7
27059,6,-3
27060,5,-3
27061,5,-3.5
27062,5,-4
27063,4,-5
27064,3.5,-4
27065,3,-3
27066,3,-3
27067,3,-3
27068,2,-3
27069,2.7,-3
27070,3.3,-3
27071,4,-3
27072,3,-4
27073,2.8,-4.2
27074,2.6,-4.4
27075,2.4,-4.6
27076,2.2,-4.8
27077,2,-5
27078,2.7,-4.7
27079,3.3,-4.3
27080,4,-4
27081,4,-4
27082,5,-4
27083,6,-4
27084,6,-3
27085,5.7,-2.3
27086,5.3,-1.7
27087,5,-1
27088,4,-2
27089,3,-3
27090,2,-2
27091,1.5,-2
27092,1,-2
27093,1,-2.5
27094,1,-3
27095,1,-3
27096,1,-2.7
27097,1,-2.3
27098,1,-2
27099,1,-2
27100,1,-2.5
27101,1,-3
27102,2,-3.3
27103,3,-3.7
27104,4,-4
27105,5,-4
27106,6,-4
27107,6,-3
27108,6.7,-3
27109,7.3,-3
27110,8,-3
27111,7,-2
27112,7,-2.5
27113,7,-3
27114,6.7,-2.7
27115,6.3,-2.3
27116,6,-2
27117,5.7,-1.7
27118,5.3,-1.3
27119,5,-1
27120,4.7,-1
27121,4.3,-1
27122,4,-1
27123,4,-0.7
27124,4,-0.3
27125,4,0
27126,4,0
27127,5,0
27128,6,0
27129,7,0
27130,8.5,1.5
27131,10,3
27132,10,2.5
27133,10,2
27134,10,2
27135,9.7,2
27136,9.3,2
27137,9,2
27138,8.3,2
27139,7.7,2
27140,7,2
27141,6.3,1.7
27142,5.7,1.3
27143,5,1
27144,4.3,0.7
27145,3.7,0.3
27146,3,0
27147,2.7,-0.3
27148,2.3,-0.7
27149,2,-1
27150,3,0
27151,4,1
27152,5,2
27153,7.3,2
27154,9.7,2
27155,12,2
27156,12.3,1.7
27157,12.7,1.3
27158,13,1
27159,12,0.3
27160,11,-0.3
27161,10,-1
27162,9,0.5
27163,8,2
27164,6,1
27165,5.5,1
27166,5,1
27167,5,1
27168,5,1
27169,5,1
27170,5,1
27171,5,1
27172,5,1
27173,5,1
27174,5,1
